,A_FIVE_AC,A_FIVE_AF,A_FIVE_AR,A_FIVE_AS,A_FIVE_AST,A_FIVE_AY,A_FIVE_FTAG,A_FIVE_FTHG,A_FIVE_FTR_A,A_FIVE_FTR_D,A_FIVE_FTR_H,A_FIVE_HC,A_FIVE_HF,A_FIVE_HR,A_FIVE_HS,A_FIVE_HST,A_FIVE_HTAG,A_FIVE_HTHG,A_FIVE_HTR_A,A_FIVE_HTR_D,A_FIVE_HTR_H,A_FIVE_HY,A_THREE_AC,A_THREE_AF,A_THREE_AR,A_THREE_AS,A_THREE_AST,A_THREE_AY,A_THREE_FTAG,A_THREE_FTHG,A_THREE_FTR_A,A_THREE_FTR_D,A_THREE_FTR_H,A_THREE_HC,A_THREE_HF,A_THREE_HR,A_THREE_HS,A_THREE_HST,A_THREE_HTAG,A_THREE_HTHG,A_THREE_HTR_A,A_THREE_HTR_D,A_THREE_HTR_H,A_THREE_HY,H_FIVE_AC,H_FIVE_AF,H_FIVE_AR,H_FIVE_AS,H_FIVE_AST,H_FIVE_AY,H_FIVE_FTAG,H_FIVE_FTHG,H_FIVE_FTR_A,H_FIVE_FTR_D,H_FIVE_FTR_H,H_FIVE_HC,H_FIVE_HF,H_FIVE_HR,H_FIVE_HS,H_FIVE_HST,H_FIVE_HTAG,H_FIVE_HTHG,H_FIVE_HTR_A,H_FIVE_HTR_D,H_FIVE_HTR_H,H_FIVE_HY,H_THREE_AC,H_THREE_AF,H_THREE_AR,H_THREE_AS,H_THREE_AST,H_THREE_AY,H_THREE_FTAG,H_THREE_FTHG,H_THREE_FTR_A,H_THREE_FTR_D,H_THREE_FTR_H,H_THREE_HC,H_THREE_HF,H_THREE_HR,H_THREE_HS,H_THREE_HST,H_THREE_HTAG,H_THREE_HTHG,H_THREE_HTR_A,H_THREE_HTR_D,H_THREE_HTR_H,H_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred
5230,5.6,10.8,0.0,6.4,2.8,1.0,0.0,1.6,0.0,0.4,0.6,6.0,9.0,0.0,12.6,6.0,0.0,0.4,0.0,0.6,0.4,1.2,4.67,13.0,0.0,6.0,2.33,1.67,0.0,1.67,0.0,0.33,0.67,7.0,9.67,0.0,11.67,6.33,0.0,0.33,0.0,0.67,0.33,1.0,7.8,10.8,0.0,14.2,8.8,2.6,2.2,1.2,0.6,0.4,0.0,6.0,9.0,0.0,10.0,5.8,0.4,0.6,0.2,0.2,0.6,1.6,7.0,12.0,0.0,14.67,8.67,2.33,2.0,1.33,0.33,0.67,0.0,7.33,7.0,0.0,11.0,7.67,0.67,0.33,0.33,0.33,0.33,1.33,Rochdale,3.31,3.29,2.11,2012-02-14,E2,0.0,1.0,H,D,Scunthorpe,,,,1.11,True
5232,4.2,12.0,0.2,10.8,5.4,1.4,0.8,2.0,0.0,0.4,0.6,6.8,11.8,0.0,13.6,7.8,0.6,1.0,0.4,0.2,0.4,2.0,4.67,11.33,0.0,13.33,7.67,0.67,1.0,3.0,0.0,0.0,1.0,7.33,12.0,0.0,14.67,9.0,0.67,1.67,0.33,0.0,0.67,2.33,6.2,10.0,0.0,9.6,5.2,1.0,1.8,1.6,0.4,0.0,0.6,5.6,9.0,0.0,8.0,6.0,1.0,1.0,0.2,0.2,0.6,1.8,7.33,10.67,0.0,11.33,7.33,0.33,2.33,1.67,0.33,0.0,0.67,5.0,8.67,0.0,9.0,6.33,1.33,1.0,0.33,0.0,0.67,0.67,Yeovil,3.13,3.27,2.21,2012-02-14,E2,3.0,2.0,A,H,Wycombe,,,,-1.0,True
5234,3.8,21.4,0.2,8.8,2.4,1.8,0.4,1.2,0.0,0.4,0.6,5.0,15.6,0.0,17.2,6.8,0.2,0.6,0.0,0.6,0.4,1.0,2.0,21.0,0.33,7.33,2.0,1.67,0.33,0.67,0.0,0.67,0.33,6.0,12.67,0.0,20.0,7.0,0.33,0.67,0.0,0.67,0.33,1.0,4.4,17.6,0.2,11.4,3.8,2.0,1.4,1.6,0.2,0.4,0.4,5.0,16.2,0.4,9.6,2.8,0.6,0.8,0.0,0.8,0.2,1.8,3.33,18.33,0.33,10.0,2.67,2.0,0.67,1.33,0.0,0.33,0.67,5.0,14.67,0.67,8.67,3.0,0.33,0.67,0.0,0.67,0.33,0.67,Brest,2.79,3.04,2.6,2012-02-18,F1,0.0,0.0,D,D,Ajaccio,,,,-1.0,True
5241,3.4,11.8,0.0,11.0,5.0,1.2,1.4,1.2,0.2,0.4,0.4,5.4,7.8,0.0,15.0,7.6,1.0,0.4,0.4,0.6,0.0,0.2,1.67,10.0,0.0,11.33,4.67,0.33,1.33,0.67,0.33,0.33,0.33,5.0,7.67,0.0,14.67,5.67,1.0,0.0,0.67,0.33,0.0,0.0,4.2,10.6,0.0,12.8,7.6,2.0,2.8,2.4,0.6,0.0,0.4,8.2,11.0,0.0,12.4,7.0,0.6,1.4,0.2,0.2,0.6,0.8,3.67,10.33,0.0,11.33,6.0,1.33,2.0,2.67,0.33,0.0,0.67,8.67,14.67,0.0,11.0,6.0,0.67,1.33,0.33,0.0,0.67,1.0,Portsmouth,3.04,3.27,2.25,2012-02-18,E1,0.0,2.0,H,D,Barnsley,,,,1.25,True
5242,3.2,12.0,0.2,6.0,2.8,1.8,0.6,1.2,0.2,0.4,0.4,7.2,13.0,0.0,13.2,6.8,0.4,0.4,0.2,0.6,0.2,1.8,1.0,11.67,0.0,6.33,2.67,2.33,1.0,1.33,0.33,0.33,0.33,6.33,16.67,0.0,11.33,6.0,0.67,0.67,0.33,0.33,0.33,1.67,7.4,9.6,0.2,14.6,7.4,1.2,1.0,1.0,0.2,0.6,0.2,4.4,10.6,0.2,10.0,6.0,0.4,0.6,0.2,0.4,0.4,1.0,6.0,9.67,0.33,12.67,6.0,1.33,1.33,1.0,0.33,0.67,0.0,4.33,12.0,0.33,8.33,5.0,0.67,0.67,0.33,0.33,0.33,1.0,Watford,3.16,3.2,2.23,2012-02-18,E1,0.0,4.0,H,H,Crystal Palace,,,,1.23,True
5243,5.0,9.6,0.0,6.4,2.4,1.6,0.8,0.8,0.2,0.6,0.2,7.8,10.0,0.0,10.4,4.8,0.2,0.2,0.2,0.6,0.2,1.0,4.67,9.33,0.0,5.0,1.67,1.67,0.67,1.0,0.0,0.67,0.33,7.0,8.67,0.0,10.33,3.67,0.33,0.33,0.33,0.33,0.33,0.67,6.2,11.2,0.0,12.4,6.4,1.6,1.6,2.0,0.4,0.2,0.4,7.2,9.8,0.0,14.6,8.4,0.6,1.0,0.2,0.2,0.6,1.0,6.33,11.0,0.0,12.33,5.67,1.0,2.0,2.67,0.33,0.33,0.33,6.0,9.67,0.0,15.0,8.67,1.0,1.33,0.33,0.0,0.67,1.33,Cardiff,2.55,3.27,2.64,2012-02-18,E1,0.0,3.0,H,H,Ipswich,,,,1.64,True
5248,6.8,11.6,0.0,8.6,4.2,1.4,1.6,1.2,0.4,0.2,0.4,5.0,8.2,0.0,7.0,3.4,1.0,0.2,0.4,0.6,0.0,1.2,7.67,12.67,0.0,9.0,4.67,2.0,1.67,1.33,0.33,0.33,0.33,4.67,7.33,0.0,6.0,3.0,1.0,0.33,0.33,0.67,0.0,1.33,7.0,7.0,0.0,11.0,5.6,0.8,1.0,0.6,0.4,0.4,0.2,6.4,8.4,0.0,10.4,5.8,0.4,0.2,0.2,0.8,0.0,0.8,7.33,7.67,0.0,13.0,6.67,0.67,1.0,0.67,0.33,0.33,0.33,6.0,8.0,0.0,7.33,4.67,0.33,0.33,0.0,1.0,0.0,1.0,Sheffield Weds,2.05,3.32,3.41,2012-02-18,E2,0.0,1.0,H,D,Chesterfield,,,,2.41,True
5250,2.8,12.8,0.2,10.2,4.4,2.0,1.0,1.6,0.2,0.0,0.8,7.0,12.0,0.0,11.4,5.2,1.0,0.6,0.4,0.6,0.0,1.8,3.67,13.67,0.0,10.0,5.0,1.67,1.33,1.67,0.33,0.0,0.67,7.0,10.33,0.0,11.67,5.33,1.33,0.67,0.67,0.33,0.0,0.67,2.8,12.2,0.2,7.8,3.6,1.2,0.6,1.4,0.4,0.2,0.4,5.8,10.2,0.0,10.4,6.2,0.4,0.4,0.4,0.4,0.2,1.8,2.33,11.67,0.33,5.67,2.0,0.67,0.0,2.0,0.0,0.33,0.67,6.33,9.33,0.0,12.0,7.0,0.0,0.67,0.0,0.67,0.33,2.33,Notts County,2.76,3.23,2.44,2012-02-18,E2,0.0,3.0,H,H,Hartlepool,,,,1.44,True
5253,6.6,8.4,0.0,10.2,4.6,0.8,1.2,1.0,0.2,0.6,0.2,3.4,8.8,0.0,9.0,5.4,0.6,0.4,0.4,0.4,0.2,2.2,5.67,8.0,0.0,10.0,4.0,0.67,0.67,1.0,0.0,0.67,0.33,4.0,5.33,0.0,8.33,4.67,0.0,0.67,0.0,0.67,0.33,1.67,4.8,11.4,0.2,12.6,6.8,1.0,1.6,1.2,0.4,0.4,0.2,7.6,10.6,0.2,14.6,8.0,0.6,0.6,0.4,0.4,0.2,1.2,6.0,12.33,0.0,14.0,8.0,1.0,2.0,1.67,0.33,0.33,0.33,7.33,10.33,0.33,15.33,9.0,0.67,1.0,0.33,0.33,0.33,0.67,Bournemouth,2.32,3.26,2.91,2012-02-18,E2,0.0,1.0,H,D,Rochdale,,,,1.91,True
5257,5.4,9.8,0.0,6.8,4.0,1.2,0.4,0.4,0.4,0.2,0.4,8.4,10.2,0.0,10.8,6.0,0.4,0.2,0.4,0.4,0.2,0.8,3.67,9.67,0.0,7.33,4.33,1.67,0.67,0.33,0.67,0.0,0.33,6.0,12.0,0.0,9.0,5.0,0.67,0.0,0.67,0.33,0.0,1.33,7.0,12.4,0.2,8.6,2.6,2.4,1.6,1.6,0.4,0.0,0.6,5.0,13.6,0.2,10.2,5.4,0.8,0.6,0.2,0.6,0.2,2.8,7.0,13.0,0.33,8.0,3.0,2.33,1.67,1.67,0.33,0.0,0.67,4.67,14.67,0.33,13.0,7.67,1.0,0.67,0.33,0.33,0.33,2.33,Colchester,2.74,3.22,2.45,2012-02-18,E2,2.0,3.0,H,A,Yeovil,,,,1.45,True
5258,4.4,19.0,0.0,11.2,3.2,2.0,1.2,0.8,0.4,0.2,0.4,6.6,13.0,0.0,13.0,3.4,0.6,0.6,0.2,0.6,0.2,1.4,3.67,18.67,0.0,11.0,2.67,2.33,0.67,1.33,0.0,0.33,0.67,7.33,11.33,0.0,15.33,4.0,0.67,1.0,0.0,0.67,0.33,1.0,4.0,17.8,0.4,8.4,2.8,1.4,0.2,1.8,0.0,0.0,1.0,4.0,17.6,0.0,13.4,5.6,0.0,1.2,0.0,0.2,0.8,1.0,5.33,17.0,0.67,9.33,3.33,1.67,0.33,1.67,0.0,0.0,1.0,4.0,17.33,0.0,11.67,6.0,0.0,1.67,0.0,0.0,1.0,1.33,Lyon,2.91,3.07,2.48,2012-02-19,F1,0.0,1.0,H,H,Bordeaux,,,,1.48,True
5260,3.2,13.0,0.2,10.8,2.8,1.6,0.8,0.8,0.4,0.2,0.4,5.2,17.2,0.0,11.8,3.8,0.4,0.6,0.2,0.6,0.2,1.6,2.0,14.0,0.0,11.33,3.33,1.33,0.67,0.33,0.33,0.33,0.33,5.0,16.0,0.0,11.0,3.33,0.33,0.0,0.33,0.67,0.0,1.33,4.8,14.8,0.4,9.6,2.8,1.2,0.6,1.4,0.2,0.2,0.6,8.6,16.6,0.0,19.6,6.6,0.2,0.8,0.2,0.2,0.6,1.0,6.33,14.33,0.33,10.67,3.0,1.33,0.33,1.0,0.33,0.0,0.67,9.0,17.67,0.0,21.0,7.0,0.33,0.33,0.33,0.33,0.33,1.0,Rennes,2.96,3.06,2.44,2012-02-19,F1,0.0,4.0,H,H,St Etienne,,,,1.44,True
5261,6.4,10.4,0.2,10.8,5.4,1.6,1.2,2.0,0.2,0.4,0.4,5.4,13.0,0.0,11.6,5.2,0.6,1.4,0.0,0.4,0.6,1.4,5.33,12.0,0.33,9.67,5.0,2.0,1.33,2.67,0.0,0.67,0.33,4.67,11.33,0.0,13.33,7.0,1.0,1.67,0.0,0.67,0.33,1.0,6.4,10.2,0.0,11.0,6.0,1.6,1.4,2.2,0.0,0.6,0.4,6.6,12.4,0.0,12.6,7.4,0.8,0.6,0.4,0.4,0.2,1.8,6.33,10.33,0.0,13.33,7.33,1.33,1.67,2.67,0.0,0.67,0.33,9.0,12.33,0.0,13.33,8.0,1.0,1.0,0.33,0.33,0.33,2.0,Carlisle,3.47,3.3,2.04,2012-02-20,E2,0.0,4.0,H,H,Brentford,,,,1.04,True
5263,5.2,9.8,0.4,9.2,3.8,3.0,0.8,2.2,0.2,0.2,0.6,7.0,10.4,0.2,11.8,7.0,0.8,1.0,0.4,0.2,0.4,1.2,5.67,8.67,0.0,11.67,4.33,2.67,1.0,2.33,0.33,0.0,0.67,5.67,10.67,0.33,11.0,6.67,1.0,1.67,0.33,0.0,0.67,1.33,3.4,10.2,0.0,8.6,4.2,0.8,0.6,1.6,0.0,0.4,0.6,8.4,5.2,0.0,15.8,7.8,0.4,0.0,0.4,0.6,0.0,0.8,2.0,10.67,0.0,9.0,4.33,1.0,1.0,1.67,0.0,0.33,0.67,9.33,4.33,0.0,15.33,7.33,0.67,0.0,0.67,0.33,0.0,0.67,West Ham,2.94,3.27,2.35,2012-02-21,E1,4.0,1.0,A,A,Blackpool,,,,-1.0,True
5272,5.2,9.2,0.0,13.8,7.2,1.8,2.8,0.6,0.8,0.2,0.0,7.2,7.2,0.2,9.8,7.2,0.8,0.0,0.6,0.4,0.0,1.6,7.0,10.0,0.0,17.33,8.33,2.0,2.33,0.67,0.67,0.33,0.0,8.0,7.67,0.33,10.33,7.67,0.67,0.0,0.67,0.33,0.0,1.33,2.6,11.4,0.2,8.4,4.0,2.8,1.2,1.2,0.2,0.6,0.2,5.2,9.6,0.0,13.4,6.6,0.6,0.4,0.4,0.4,0.2,1.6,3.0,14.67,0.0,6.67,3.33,2.67,0.67,1.0,0.0,0.67,0.33,4.67,10.33,0.0,10.67,5.0,0.67,0.67,0.33,0.33,0.33,1.33,Stevenage,2.61,3.19,2.59,2012-02-22,E2,0.0,1.0,H,D,Notts County,,,,1.59,True
5273,5.8,10.0,0.6,12.0,4.2,1.4,1.4,1.4,0.4,0.0,0.6,3.4,10.8,0.4,10.4,5.0,1.4,0.6,0.6,0.4,0.0,0.8,5.67,11.0,0.67,12.33,4.67,1.67,1.33,1.33,0.33,0.0,0.67,3.0,12.33,0.67,10.0,3.67,1.33,0.67,0.33,0.67,0.0,1.33,7.0,12.6,0.0,11.4,5.6,2.6,0.6,1.2,0.2,0.0,0.8,4.2,10.8,0.0,12.2,6.4,0.2,0.4,0.0,0.8,0.2,0.8,6.0,11.33,0.0,10.0,4.67,3.0,0.67,1.0,0.33,0.0,0.67,6.0,9.67,0.0,13.33,7.67,0.33,0.67,0.0,0.67,0.33,0.67,Leicester,2.28,3.25,3.03,2012-02-23,E1,1.0,0.0,A,A,Derby,,,,-1.0,True
5274,3.2,13.4,0.0,9.0,2.8,2.6,1.2,1.8,0.2,0.4,0.4,5.4,15.2,0.2,18.8,5.0,0.6,0.6,0.2,0.4,0.4,2.2,2.67,13.0,0.0,7.33,2.67,2.67,1.33,2.0,0.0,0.67,0.33,7.67,15.67,0.33,21.67,5.33,0.67,0.33,0.33,0.33,0.33,2.67,4.0,16.8,0.2,10.4,3.4,2.2,1.0,1.2,0.2,0.4,0.4,6.0,15.8,0.4,9.6,3.0,0.6,0.8,0.0,0.8,0.2,1.8,3.33,19.0,0.33,8.33,2.33,2.0,0.67,1.0,0.0,0.67,0.33,6.67,13.67,0.67,11.0,2.67,0.33,0.67,0.0,0.67,0.33,1.33,Dijon,3.09,3.11,2.34,2012-02-25,F1,1.0,2.0,H,D,Ajaccio,,,,1.34,True
5275,5.0,14.8,0.0,10.4,4.4,1.8,1.4,1.2,0.6,0.2,0.2,4.6,13.2,0.6,12.6,5.0,0.8,0.4,0.4,0.4,0.2,2.2,3.0,16.33,0.0,10.33,5.67,1.67,1.0,1.33,0.67,0.0,0.33,5.33,13.0,0.0,13.0,5.0,0.33,0.0,0.33,0.67,0.0,1.67,3.8,18.2,0.2,8.8,4.0,1.8,2.0,1.2,0.4,0.4,0.2,6.8,18.2,0.0,15.8,5.8,0.8,0.4,0.4,0.4,0.2,2.6,3.33,18.0,0.33,8.33,3.67,2.0,2.0,1.33,0.33,0.67,0.0,7.67,20.0,0.0,17.67,5.67,0.67,0.33,0.33,0.33,0.33,3.0,St Etienne,2.74,3.05,2.64,2012-02-25,F1,0.0,0.0,D,D,Auxerre,,,,-1.0,True
5276,2.0,19.25,0.0,9.6,4.0,1.8,1.2,1.0,0.6,0.0,0.4,7.8,17.5,0.0,15.0,4.4,0.2,0.2,0.2,0.6,0.2,1.8,2.33,19.0,0.0,11.0,3.33,2.33,1.67,1.0,0.67,0.0,0.33,8.33,18.0,0.0,11.0,3.0,0.33,0.0,0.33,0.67,0.0,2.33,4.6,14.6,0.2,13.0,4.6,2.2,1.0,2.2,0.0,0.2,0.8,3.4,15.8,0.0,12.8,5.0,0.0,1.0,0.0,0.4,0.6,1.6,4.67,16.33,0.33,10.33,3.67,1.33,1.0,2.0,0.0,0.33,0.67,3.67,14.67,0.0,13.67,4.67,0.0,0.67,0.0,0.67,0.33,1.0,Nancy,3.53,3.15,2.12,2012-02-25,F1,0.0,2.0,H,H,Evian Thonon Gaillard,,,,1.12,True
5277,4.2,14.0,0.0,14.6,5.0,2.2,0.6,0.6,0.6,0.2,0.2,8.8,13.6,0.0,14.8,4.4,0.6,0.2,0.6,0.2,0.2,1.2,3.67,11.0,0.0,14.33,5.67,2.0,0.67,0.0,0.67,0.33,0.0,11.0,12.67,0.0,19.0,5.33,0.67,0.0,0.67,0.33,0.0,0.67,4.6,17.0,0.2,9.6,3.6,2.4,1.6,2.0,0.4,0.0,0.6,5.0,15.8,0.2,16.8,6.6,0.6,0.8,0.2,0.4,0.4,2.0,3.33,18.33,0.33,6.67,3.0,2.33,1.33,2.0,0.33,0.0,0.67,5.67,15.0,0.33,18.33,6.67,0.67,0.67,0.33,0.33,0.33,1.67,Paris SG,3.06,3.12,2.35,2012-02-25,F1,4.0,4.0,D,H,Lyon,,,,-1.0,True
5279,5.2,21.8,0.2,6.0,1.4,1.8,0.4,1.2,0.2,0.2,0.6,5.8,15.0,0.0,15.8,4.6,0.2,0.4,0.2,0.4,0.4,1.0,5.67,23.67,0.0,5.67,2.0,2.0,0.67,0.67,0.33,0.33,0.33,6.33,14.33,0.0,13.0,3.0,0.33,0.33,0.33,0.33,0.33,1.0,5.4,12.8,0.2,10.8,3.6,1.8,0.6,0.8,0.4,0.2,0.4,7.4,15.8,0.6,11.0,4.4,0.4,0.4,0.2,0.6,0.2,1.0,4.67,13.67,0.0,13.67,5.33,1.67,0.33,0.67,0.33,0.33,0.33,8.33,14.33,0.0,9.67,4.0,0.0,0.0,0.0,1.0,0.0,0.33,Caen,3.63,3.14,2.09,2012-02-25,F1,0.0,1.0,H,D,Nice,,,,1.09,True
5288,6.8,7.4,0.2,11.0,5.4,1.2,1.2,1.6,0.4,0.0,0.6,5.0,8.0,0.0,7.4,4.2,0.8,0.6,0.4,0.4,0.2,1.0,8.0,6.67,0.33,12.0,5.67,1.33,1.67,1.67,0.67,0.0,0.33,4.67,9.67,0.0,8.0,4.0,1.0,0.67,0.67,0.0,0.33,1.67,6.6,10.6,0.6,8.8,5.6,1.6,0.6,1.6,0.2,0.2,0.6,3.2,8.2,0.8,9.4,3.8,0.4,0.2,0.4,0.4,0.2,1.8,4.67,11.0,0.67,5.67,2.67,1.67,0.67,1.67,0.0,0.33,0.67,3.33,10.0,0.33,9.33,3.33,0.33,0.33,0.33,0.33,0.33,2.0,Ipswich,2.99,3.29,2.28,2012-02-25,E1,0.0,3.0,H,H,Brighton,,,,1.28,True
5291,4.0,12.6,0.0,7.4,3.6,1.4,0.6,1.6,0.2,0.0,0.8,6.2,8.6,0.0,13.6,7.0,0.4,1.0,0.2,0.0,0.8,1.8,1.0,12.67,0.0,6.0,3.0,1.67,1.0,1.67,0.33,0.0,0.67,6.33,8.33,0.0,14.33,6.0,0.67,1.0,0.33,0.0,0.67,2.0,6.4,8.0,0.4,14.2,9.4,1.8,1.0,2.0,0.2,0.0,0.8,6.8,15.2,0.0,11.8,5.6,0.4,1.0,0.0,0.4,0.6,1.6,6.0,8.0,0.67,11.0,6.0,2.0,1.67,2.33,0.33,0.0,0.67,8.33,15.0,0.0,12.0,6.33,0.67,1.33,0.0,0.33,0.67,1.67,Barnsley,2.99,3.24,2.3,2012-02-25,E1,0.0,1.0,H,D,Coventry,,,,1.3,True
5292,3.2,10.4,0.0,10.8,5.0,0.8,0.8,1.2,0.2,0.4,0.4,7.8,8.4,0.0,19.2,8.6,0.4,0.8,0.4,0.2,0.4,1.0,2.67,10.33,0.0,12.0,4.33,0.33,0.67,1.67,0.0,0.33,0.67,7.0,9.33,0.0,22.0,10.0,0.33,1.33,0.33,0.0,0.67,1.0,6.0,10.4,0.0,8.8,4.6,1.4,0.8,1.2,0.2,0.2,0.6,4.8,9.4,0.0,9.4,5.4,0.6,0.4,0.4,0.4,0.2,0.8,4.33,10.0,0.0,8.33,5.67,1.33,1.0,1.0,0.33,0.33,0.33,6.0,9.33,0.0,9.67,5.67,0.67,0.67,0.33,0.33,0.33,1.0,Peterboro,2.91,3.27,2.34,2012-02-25,E1,1.0,1.0,D,H,Doncaster,,,,-1.0,True
5297,5.6,9.4,0.4,10.0,6.4,2.4,1.6,2.2,0.0,0.6,0.4,6.2,11.8,0.0,14.2,6.6,1.0,0.8,0.4,0.2,0.4,2.0,5.67,9.33,0.67,9.67,5.67,2.0,1.33,2.33,0.0,0.33,0.67,5.0,13.33,0.0,12.33,6.33,0.33,1.33,0.0,0.33,0.67,2.0,4.8,13.6,0.0,8.8,4.8,1.8,0.8,1.8,0.2,0.0,0.8,8.4,10.6,0.0,17.2,10.0,0.6,1.0,0.0,0.6,0.4,0.4,5.67,12.0,0.0,7.67,4.33,2.33,1.0,1.67,0.33,0.0,0.67,8.33,10.67,0.0,16.33,9.33,0.67,1.0,0.0,0.67,0.33,0.67,Milton Keynes Dons,2.62,3.21,2.57,2012-02-25,E2,1.0,0.0,A,A,Bournemouth,,,,-1.0,True
5298,4.8,9.4,0.4,8.4,4.4,2.8,1.6,1.2,0.8,0.0,0.2,4.8,12.6,0.2,12.2,6.4,0.6,0.8,0.4,0.4,0.2,1.6,5.33,10.67,0.0,10.0,5.0,2.0,1.67,1.67,0.67,0.0,0.33,4.67,13.0,0.0,12.33,7.33,0.33,1.33,0.0,0.67,0.33,1.33,4.0,6.8,0.0,11.0,6.8,0.2,1.6,1.4,0.2,0.4,0.4,5.8,9.0,0.2,10.2,6.2,0.6,1.0,0.2,0.4,0.4,1.0,3.67,6.33,0.0,11.33,8.67,0.0,2.0,1.33,0.33,0.33,0.33,6.67,6.67,0.0,11.0,6.67,0.67,1.0,0.33,0.33,0.33,1.0,Leyton Orient,2.86,3.25,2.36,2012-02-25,E2,1.0,1.0,D,A,Bury,,,,-1.0,True
5307,4.8,9.4,0.0,9.2,3.8,1.2,0.8,1.2,0.2,0.4,0.4,5.0,7.0,0.0,10.4,5.0,0.2,0.6,0.2,0.6,0.2,0.0,5.33,9.33,0.0,8.33,4.33,1.33,0.67,1.0,0.0,0.67,0.33,5.33,8.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.2,11.0,0.0,10.0,6.0,1.4,2.2,1.4,0.6,0.0,0.4,5.6,10.4,0.0,7.2,4.8,0.8,0.8,0.2,0.2,0.6,1.6,5.67,11.67,0.0,8.33,4.33,1.67,1.33,2.33,0.33,0.0,0.67,5.0,12.67,0.0,8.67,5.33,0.33,1.33,0.0,0.0,1.0,1.67,Hartlepool,2.54,3.19,2.67,2012-02-25,E2,0.0,5.0,H,H,Wycombe,,,,1.67,True
5308,6.2,14.6,0.0,14.0,4.6,2.0,2.0,1.2,0.8,0.0,0.2,5.2,18.2,0.0,8.8,3.0,1.2,0.6,0.4,0.6,0.0,2.6,6.0,13.67,0.0,13.33,4.0,1.67,2.33,1.0,1.0,0.0,0.0,6.67,22.0,0.0,8.0,2.33,1.33,1.0,0.33,0.67,0.0,2.67,5.2,13.4,0.2,13.2,4.4,2.0,0.8,1.0,0.2,0.4,0.4,2.8,13.0,0.2,15.6,5.4,0.4,0.8,0.2,0.2,0.6,1.8,4.33,14.67,0.0,14.0,6.0,2.67,0.67,0.67,0.33,0.33,0.33,3.67,12.33,0.33,16.33,5.33,0.33,0.33,0.33,0.33,0.33,1.67,Marseille,2.02,3.14,3.84,2012-02-26,F1,0.0,1.0,H,H,Brest,,,,2.84,True
5314,5.6,9.8,0.2,8.0,4.2,2.2,1.6,0.8,0.6,0.0,0.4,5.8,10.2,0.2,6.4,3.4,0.8,0.6,0.4,0.4,0.2,2.0,5.67,9.0,0.33,7.33,3.0,2.33,1.33,0.33,0.67,0.0,0.33,5.0,9.67,0.33,5.0,2.67,0.33,0.33,0.33,0.33,0.33,2.0,4.8,11.6,0.0,6.4,3.8,1.6,1.2,1.2,0.4,0.2,0.4,6.0,12.6,0.0,11.6,6.2,0.6,0.4,0.6,0.2,0.2,2.2,4.33,13.33,0.0,7.0,3.0,2.33,1.33,1.33,0.33,0.33,0.33,6.67,11.33,0.0,12.67,6.33,0.67,0.0,0.67,0.33,0.0,2.0,Sheffield United,2.58,3.21,2.61,2012-02-26,E2,0.0,1.0,H,D,Sheffield Weds,,,,1.61,True
5323,5.8,17.8,0.0,14.6,6.8,1.4,1.6,1.6,0.4,0.2,0.4,5.4,14.2,0.0,11.8,4.6,0.2,0.2,0.0,1.0,0.0,1.4,7.33,17.33,0.0,15.67,8.0,1.67,1.67,2.0,0.33,0.33,0.33,5.33,16.0,0.0,12.0,4.67,0.33,0.33,0.0,1.0,0.0,1.67,4.0,16.4,0.4,8.2,3.2,1.6,1.0,1.6,0.4,0.2,0.4,4.4,12.8,0.0,10.0,4.0,0.6,0.4,0.4,0.2,0.4,1.8,4.33,17.33,0.33,8.0,2.33,2.0,1.0,2.33,0.33,0.0,0.67,3.33,15.0,0.0,9.0,4.0,0.67,0.67,0.33,0.0,0.67,1.0,Montpellier,2.08,3.2,3.6,2012-03-03,F1,1.0,1.0,D,D,Dijon,,,,-1.0,True
5338,4.2,10.4,0.0,11.8,5.6,1.2,0.8,1.4,0.0,0.6,0.4,7.2,9.8,0.0,19.4,8.4,0.2,1.0,0.2,0.2,0.6,1.2,4.0,11.0,0.0,13.67,6.0,1.33,1.0,1.67,0.0,0.67,0.33,8.33,10.33,0.0,19.33,9.33,0.33,1.33,0.33,0.0,0.67,1.0,7.4,10.6,0.2,12.8,6.4,1.4,0.8,1.6,0.2,0.4,0.4,4.6,11.0,0.2,10.0,6.2,0.4,0.8,0.2,0.4,0.4,0.8,7.0,12.0,0.0,12.33,6.33,1.67,0.67,2.0,0.0,0.67,0.33,4.0,12.33,0.33,6.67,4.33,0.0,1.0,0.0,0.33,0.67,1.0,Peterboro,3.64,3.3,2.0,2012-03-03,E1,0.0,1.0,H,D,Crystal Palace,,,,1.0,True
